,name,works,prompt copy,,名前,作品,
1girl,may of doom,last origin,"(1girl,may of doom,last origin),",,破滅の可能性,最後の起源,
1girl,miho \(last origin\),last origin,"(1girl,miho \(last origin\),last origin),",,ミホ \(ラストオリジン\),最後の起源,
1girl,night angel \(last origin\),last origin,"(1girl,night angel \(last origin\),last origin),",,ナイトエンジェル \(ラストオリジン\),最後の起源,
1girl,perrault \(last origin\),last origin,"(1girl,perrault \(last origin\),last origin),",,ペロー \(最後の起源\),最後の起源,
1girl,poi \(last origin\),last origin,"(1girl,poi \(last origin\),last origin),",,ポイ \(最後の原点\),最後の起源,
1girl,prototype labiata,last origin,"(1girl,prototype labiata,last origin),",,プロトタイプの陰唇,最後の起源,
1girl,sekhmet of death,last origin,"(1girl,sekhmet of death,last origin),",,死のセクメト,最後の起源,
1girl,mizuki \(vtuber\),meridian project,"(1girl,mizuki \(vtuber\),meridian project),",,ミズキ \(vtuber\),子午線プロジェクト,
1girl,honoka \(doa\),dead or alive,"(1girl,honoka \(doa\),dead or alive),",,ほのか \(doa\),死んでも生きても,
1girl,marie rose,dead or alive,"(1girl,marie rose,dead or alive),",,マリー・ローズ,死んでも生きても,
1girl,crewmate \(among us\),among us,"(1girl,crewmate \(among us\),among us),",,乗組員 \(私たちの中で\),私たちの間で,
1boy,choso \(jujutsu kaisen\),jujutsu kaisen,"(1boy,choso \(jujutsu kaisen\),jujutsu kaisen),",,チョーソ \(呪術廻戦\),呪術廻戦,
1boy,fushiguro megumi,jujutsu kaisen,"(1boy,fushiguro megumi,jujutsu kaisen),",,伏黒恵,呪術廻戦,
1boy,fushiguro touji,jujutsu kaisen,"(1boy,fushiguro touji,jujutsu kaisen),",,伏黒刀司,呪術廻戦,
1boy,getou suguru,jujutsu kaisen,"(1boy,getou suguru,jujutsu kaisen),",,げとうすぐる,呪術廻戦,
1boy,getou suguru \(kenjaku\),jujutsu kaisen,"(1boy,getou suguru \(kenjaku\),jujutsu kaisen),",,外藤卓\(剣雀\),呪術廻戦,
1boy,gojou satoru,jujutsu kaisen,"(1boy,gojou satoru,jujutsu kaisen),",,五条悟,呪術廻戦,
1girl,ieiri shoko,jujutsu kaisen,"(1girl,ieiri shoko,jujutsu kaisen),",,家入祥子,呪術廻戦,
1boy,inumaki toge,jujutsu kaisen,"(1boy,inumaki toge,jujutsu kaisen),",,犬巻峠,呪術廻戦,
1girl,iori utahime,jujutsu kaisen,"(1girl,iori utahime,jujutsu kaisen),",,歌姫伊織,呪術廻戦,
1boy,itadori yuuji,jujutsu kaisen,"(1boy,itadori yuuji,jujutsu kaisen),",,いたどりゆうじ,呪術廻戦,
1girl,kugisaki nobara,jujutsu kaisen,"(1girl,kugisaki nobara,jujutsu kaisen),",,釘崎野薔薇,呪術廻戦,
1boy,mahito \(jujutsu kaisen\),jujutsu kaisen,"(1boy,mahito \(jujutsu kaisen\),jujutsu kaisen),",,マヒト \(呪術廻戦\),呪術廻戦,
1girl,mei mei \(jujutsu kaisen\),jujutsu kaisen,"(1girl,mei mei \(jujutsu kaisen\),jujutsu kaisen),",,メイメイ \(呪術廻戦\),呪術廻戦,
1girl,miwa kasumi,jujutsu kaisen,"(1girl,miwa kasumi,jujutsu kaisen),",,美和かすみ,呪術廻戦,
1boy,nanami kento,jujutsu kaisen,"(1boy,nanami kento,jujutsu kaisen),",,七海健人,呪術廻戦,
1boy,okkotsu yuuta,jujutsu kaisen,"(1boy,okkotsu yuuta,jujutsu kaisen),",,おっこつゆうた,呪術廻戦,
1boy,orimoto rika,jujutsu kaisen,"(1boy,orimoto rika,jujutsu kaisen),",,折本里香,呪術廻戦,
1boy,panda \(jujutsu kaisen\),jujutsu kaisen,"(1boy,panda \(jujutsu kaisen\),jujutsu kaisen),",,パンダ \(呪術廻戦\),呪術廻戦,
1boy,ryoumen sukuna \(jujutsu kaisen\),jujutsu kaisen,"(1boy,ryoumen sukuna \(jujutsu kaisen\),jujutsu kaisen),",,両面宿儺 \(呪術廻戦\),呪術廻戦,
1boy,toudou aoi \(jujutsu kaisen\),jujutsu kaisen,"(1boy,toudou aoi \(jujutsu kaisen\),jujutsu kaisen),",,東堂葵 \(呪術廻戦\),呪術廻戦,
1girl,zen'in mai,jujutsu kaisen,"(1girl,zen'in mai,jujutsu kaisen),",,禅院舞,呪術廻戦,
1girl,zen'in maki,jujutsu kaisen,"(1girl,zen'in maki,jujutsu kaisen),",,禅院マキ,呪術廻戦,
1girl,fall guy,fall guys,"(1girl,fall guy,fall guys),",,秋の男,秋の人たち,
1girl,hiiragi shinoa,owari no seraph,"(1girl,hiiragi shinoa,owari no seraph),",,柊シノア,終わりのセラフ,
1boy,hyakuya mikaela,owari no seraph,"(1boy,hyakuya mikaela,owari no seraph),",,百夜ミカエラ,終わりのセラフ,
1boy,hyakuya yuuichirou,owari no seraph,"(1boy,hyakuya yuuichirou,owari no seraph),",,百夜優一郎,終わりのセラフ,
1girl,krul tepes,owari no seraph,"(1girl,krul tepes,owari no seraph),",,クルル・ツェペス,終わりのセラフ,
1girl,kanade \(beast tamer\),beast tamer,"(1girl,kanade \(beast tamer\),beast tamer),",,カナデ \(ビーストテイマー\),獣使い,
1boy,rein shroud \(beast tamer\),beast tamer,"(1boy,rein shroud \(beast tamer\),beast tamer),",,レイン・シュラウド \(ビーストテイマー\),獣使い,
1girl,tania \(beast tamer\),beast tamer,"(1girl,tania \(beast tamer\),beast tamer),",,タニア \(獣使い\),獣使い,
1girl,alice \(nikke\),goddess of victory: nikke,"(1girl,alice \(nikke\),goddess of victory: nikke),",,アリス \(ニッケ\),勝利の女神：ニッケ,
1girl,anis \(nikke\),goddess of victory: nikke,"(1girl,anis \(nikke\),goddess of victory: nikke),",,アニス \(ニッケ\),勝利の女神：ニッケ,
1girl,anis \(sparkling summer\) \(nikke\),goddess of victory: nikke,"(1girl,anis \(sparkling summer\) \(nikke\),goddess of victory: nikke),",,アニス \(スパークリングサマー\) \(ニッケ\),勝利の女神：ニッケ,
1girl,blanc \(nikke\),goddess of victory: nikke,"(1girl,blanc \(nikke\),goddess of victory: nikke),",,ブラン \(ニッケ\),勝利の女神：ニッケ,
1girl,brid \(nikke\),goddess of victory: nikke,"(1girl,brid \(nikke\),goddess of victory: nikke),",,ブリッジ \(ニッケ\),勝利の女神：ニッケ,
1boy,commander \(nikke\),goddess of victory: nikke,"(1boy,commander \(nikke\),goddess of victory: nikke),",,指揮官 \(ニッケ\),勝利の女神：ニッケ,
1girl,dorothy \(nikke\),goddess of victory: nikke,"(1girl,dorothy \(nikke\),goddess of victory: nikke),",,ドロシー \(ニッケ\),勝利の女神：ニッケ,
1girl,drake \(nikke\),goddess of victory: nikke,"(1girl,drake \(nikke\),goddess of victory: nikke),",,ドレイク \(ニッケ\),勝利の女神：ニッケ,
1girl,helm \(aqua marine\) \(nikke\),goddess of victory: nikke,"(1girl,helm \(aqua marine\) \(nikke\),goddess of victory: nikke),",,ヘルム \(アクアマリン\) \(ニッケ\),勝利の女神：ニッケ,
1girl,helm \(nikke\),goddess of victory: nikke,"(1girl,helm \(nikke\),goddess of victory: nikke),",,ヘルム \(ニッケ\),勝利の女神：ニッケ,
1girl,laplace \(nikke\),goddess of victory: nikke,"(1girl,laplace \(nikke\),goddess of victory: nikke),",,ラプラス \(ニッケ\),勝利の女神：ニッケ,
1girl,mary \(nikke\),goddess of victory: nikke,"(1girl,mary \(nikke\),goddess of victory: nikke),",,メアリー \(ニッケ\),勝利の女神：ニッケ,
1girl,modernia \(nikke\),goddess of victory: nikke,"(1girl,modernia \(nikke\),goddess of victory: nikke),",,モデルニア \(ニッケ\),勝利の女神：ニッケ,
1girl,neon \(nikke\),goddess of victory: nikke,"(1girl,neon \(nikke\),goddess of victory: nikke),",,ネオン\(ニッケ\),勝利の女神：ニッケ,
1girl,noir \(nikke\),goddess of victory: nikke,"(1girl,noir \(nikke\),goddess of victory: nikke),",,ノワール \(ニッケ\),勝利の女神：ニッケ,
1girl,rapi \(nikke\),goddess of victory: nikke,"(1girl,rapi \(nikke\),goddess of victory: nikke),",,ラピ \(ニッケ\),勝利の女神：ニッケ,
1girl,red hood \(nikke\),goddess of victory: nikke,"(1girl,red hood \(nikke\),goddess of victory: nikke),",,赤い頭巾\(ニッケ\),勝利の女神：ニッケ,
1girl,rupee \(nikke\),goddess of victory: nikke,"(1girl,rupee \(nikke\),goddess of victory: nikke),",,ルピー \(ニッケ\),勝利の女神：ニッケ,
1girl,scarlet \(nikke\),goddess of victory: nikke,"(1girl,scarlet \(nikke\),goddess of victory: nikke),",,緋色 \(ニッケ\),勝利の女神：ニッケ,
1girl,snow white \(nikke\),goddess of victory: nikke,"(1girl,snow white \(nikke\),goddess of victory: nikke),",,白雪姫 \(ニッケ\),勝利の女神：ニッケ,
1girl,soda \(nikke\),goddess of victory: nikke,"(1girl,soda \(nikke\),goddess of victory: nikke),",,ソーダ\(ニッケ\),勝利の女神：ニッケ,
1girl,syuen \(nikke\),goddess of victory: nikke,"(1girl,syuen \(nikke\),goddess of victory: nikke),",,シュエン \(ニッケ\),勝利の女神：ニッケ,
1girl,viper \(nikke\),goddess of victory: nikke,"(1girl,viper \(nikke\),goddess of victory: nikke),",,マムシ \(ニッケ\),勝利の女神：ニッケ,
1girl,viper \(toxic rabbit\) \(nikke\),goddess of victory: nikke,"(1girl,viper \(toxic rabbit\) \(nikke\),goddess of victory: nikke),",,マムシ \(有毒ウサギ\) \(ニッケ\),勝利の女神：ニッケ,
1boy,aida taketo,kobayashi-san chi no maidragon,"(1boy,aida taketo,kobayashi-san chi no maidragon),",,相田健人,小林さんちのメイドドラゴン,
1girl,elma \(maidragon\),kobayashi-san chi no maidragon,"(1girl,elma \(maidragon\),kobayashi-san chi no maidragon),",,エルマ \(メイドドラゴン\),小林さんちのメイドドラゴン,
1boy,fafnir \(maidragon\),kobayashi-san chi no maidragon,"(1boy,fafnir \(maidragon\),kobayashi-san chi no maidragon),",,ファフニール \(メイドドラゴン\),小林さんちのメイドドラゴン,
1girl,ilulu \(maidragon\),kobayashi-san chi no maidragon,"(1girl,ilulu \(maidragon\),kobayashi-san chi no maidragon),",,イルル \(メイドドラゴン\),小林さんちのメイドドラゴン,
1girl,kanna kamui,kobayashi-san chi no maidragon,"(1girl,kanna kamui,kobayashi-san chi no maidragon),",,カンナカムイ,小林さんちのメイドドラゴン,
1girl,kobayashi \(maidragon\),kobayashi-san chi no maidragon,"(1girl,kobayashi \(maidragon\),kobayashi-san chi no maidragon),",,小林\(めいドラゴン\),小林さんちのメイドドラゴン,
1girl,lucoa \(maidragon\),kobayashi-san chi no maidragon,"(1girl,lucoa \(maidragon\),kobayashi-san chi no maidragon),",,ルコア \(メイドドラゴン\),小林さんちのメイドドラゴン,
1boy,magatsuchi shouta,kobayashi-san chi no maidragon,"(1boy,magatsuchi shouta,kobayashi-san chi no maidragon),",,真ヶ土翔太,小林さんちのメイドドラゴン,
1girl,saikawa riko,kobayashi-san chi no maidragon,"(1girl,saikawa riko,kobayashi-san chi no maidragon),",,才川リコ,小林さんちのメイドドラゴン,
1boy,takiya makoto,kobayashi-san chi no maidragon,"(1boy,takiya makoto,kobayashi-san chi no maidragon),",,滝谷誠,小林さんちのメイドドラゴン,
1girl,tohru \(maidragon\),kobayashi-san chi no maidragon,"(1girl,tohru \(maidragon\),kobayashi-san chi no maidragon),",,トール \(メイドラゴン\),小林さんちのメイドドラゴン,
1girl,9a-91 \(girls' frontline\),girls' frontline,"(1girl,9a-91 \(girls' frontline\),girls' frontline),",,9a-91 \(少女前線\),少女前線,
1girl,aa-12 \(girls' frontline\),girls' frontline,"(1girl,aa-12 \(girls' frontline\),girls' frontline),",,aa-12 \(ドールズフロントライン\),少女前線,
1girl,aek-999 \(girls' frontline\),girls' frontline,"(1girl,aek-999 \(girls' frontline\),girls' frontline),",,aek-999 \(少女前線\),少女前線,
1girl,agent \(girls' frontline\),girls' frontline,"(1girl,agent \(girls' frontline\),girls' frontline),",,エージェント\(少女前線\),少女前線,
1girl,ak-12 \(girls' frontline\),girls' frontline,"(1girl,ak-12 \(girls' frontline\),girls' frontline),",,ak-12 \(ドールズフロントライン\),少女前線,
1girl,ak-12 \(quiet azure\) \(girls' frontline\),girls' frontline,"(1girl,ak-12 \(quiet azure\) \(girls' frontline\),girls' frontline),",,ak-12 \(静かなる紺碧) \(少女前線\),少女前線,
1girl,ak-15 \(girls' frontline\),girls' frontline,"(1girl,ak-15 \(girls' frontline\),girls' frontline),",,ak-15 \(ドールズフロントライン\),少女前線,
1girl,alchemist \(girls' frontline\),girls' frontline,"(1girl,alchemist \(girls' frontline\),girls' frontline),",,錬金術師 \(少女前線\),少女前線,
1girl,an-94 \(girls' frontline\),girls' frontline,"(1girl,an-94 \(girls' frontline\),girls' frontline),",,an-94 \(ドールズフロントライン\),少女前線,
1girl,an-94 \(silent rouge\) \(girls' frontline\),girls' frontline,"(1girl,an-94 \(silent rouge\) \(girls' frontline\),girls' frontline),",,an-94 \(サイレントルージュ\) \(少女前線\),少女前線,
1girl,angelia \(girls' frontline\),girls' frontline,"(1girl,angelia \(girls' frontline\),girls' frontline),",,アンジェリア「少女前線」,少女前線,
1girl,architect \(girls' frontline\),girls' frontline,"(1girl,architect \(girls' frontline\),girls' frontline),",,建築家「少女前線」,少女前線,
1girl,aug \(girls' frontline\),girls' frontline,"(1girl,aug \(girls' frontline\),girls' frontline),",,8月 \(少女前線\),少女前線,
1girl,banana \(girls' frontline\),girls' frontline,"(1girl,banana \(girls' frontline\),girls' frontline),",,バナナ\(少女前線\),少女前線,
1girl,c-ms \(girls' frontline\),girls' frontline,"(1girl,c-ms \(girls' frontline\),girls' frontline),",,c-ms \(少女前線\),少女前線,
1girl,carcano m1891 \(girls' frontline\),girls' frontline,"(1girl,carcano m1891 \(girls' frontline\),girls' frontline),",,カルカノ m1891 \(ドールズフロントライン\),少女前線,
1girl,carcano m91/38 \(girls' frontline\),girls' frontline,"(1girl,carcano m91/38 \(girls' frontline\),girls' frontline),",,カルカノ M91/38 \(ドールズフロントライン\),少女前線,
1girl,colt revolver \(girls' frontline\),girls' frontline,"(1girl,colt revolver \(girls' frontline\),girls' frontline),",,コルトリボルバー \(ドールズフロントライン\),少女前線,
1boy,commander \(girls' frontline\),girls' frontline,"(1boy,commander \(girls' frontline\),girls' frontline),",,司令官「少女前線」,少女前線,
1boy,commander \(girls' frontline\) \(madcore\),girls' frontline,"(1boy,commander \(girls' frontline\) \(madcore\),girls' frontline),",,司令官 \(少女前線\) \(マッドコア\),少女前線,
1girl,commander \(girls' frontline\) \(xiujia yihuizi\),girls' frontline,"(1girl,commander \(girls' frontline\) \(xiujia yihuizi\),girls' frontline),",,司令官 \(少女前線\) \(秀家一恵子\),少女前線,
